image,avg_iou,inference_time
1021.jpg,0.6999431242117757,0.8573997020721436
1084.jpg,0.9135250173731758,0.016999483108520508
1098.jpg,0.8254918054489131,0.016999483108520508
1174.jpg,0.0,0.017002344131469727
1208.jpg,0.747730530339226,0.016998767852783203
125.jpg,0.7709502909053791,0.015999555587768555
128.jpg,0.7063029832395005,0.017997264862060547
130.jpg,0.7280477408354646,0.016998767852783203
1316.jpg,0.676829268292683,0.017000913619995117
1417.jpg,0.7097081596188207,0.017003774642944336
1471.jpg,0.0,0.017000436782836914
1478.jpg,0.0,0.01751422882080078
1572.jpg,0.0,0.017000198364257812
1578.jpg,0.6985173752396988,0.017006635665893555
160.jpg,0.2578645772424278,0.01792621612548828
167.jpg,0.15369246332827516,0.016741037368774414
1821.jpg,0.7901339498198137,0.01600480079650879
1824.jpg,0.8386858619416759,0.01600337028503418
1829.jpg,0.779459130963233,0.016999006271362305
185.jpg,0.5587253659208197,0.015993356704711914
194.jpg,0.38321167883211676,0.017000436782836914
2021.jpg,0.8895750624908102,0.01599907875061035
2023.jpg,0.7079264896974197,0.016003847122192383
2043.jpg,0.9160638563232726,0.01699090003967285
2079.jpg,0.0,0.015997648239135742
2141.jpg,0.0,0.017000436782836914
2206.jpg,0.9528243327126009,0.01601243019104004
2208.jpg,0.7509860164933668,0.01699662208557129
221.jpg,0.48737313244657376,0.016998767852783203
229.jpg,0.8257372654155496,0.0170290470123291
2325.jpg,0.808417600437278,0.015986919403076172
233.jpg,0.9101053452984783,0.016002655029296875
2344.jpg,0.8215384615384616,0.01898956298828125
2373.jpg,0.7510531182574746,0.016994953155517578
241.jpg,0.8136091473091905,0.020998001098632812
242.jpg,0.3169889502762431,0.022998571395874023
2428.jpg,0.772210783192252,0.0169980525970459
2463.jpg,0.8560105680317041,0.017001867294311523
2466.jpg,0.8814949524940617,0.01899862289428711
2472.jpg,0.47575293517100564,0.016001224517822266
250.jpg,0.0,0.01700425148010254
2565.jpg,0.650166575505942,0.020002126693725586
257.jpg,0.37244897959183676,0.018993616104125977
262.jpg,0.32668449326684496,0.020000696182250977
272.jpg,0.25434355118565644,0.01999974250793457
2772.jpg,0.6373668188736682,0.0189974308013916
2779.jpg,0.8578602172576347,0.019990921020507812
2837.jpg,0.9125255962852941,0.0195157527923584
2882.jpg,0.8764564356754321,0.02000117301940918
2891.jpg,0.8937006580028529,0.01899266242980957
2913.jpg,0.805508384631713,0.018991947174072266
292.jpg,0.06764493501134723,0.018987178802490234
2980.jpg,0.5297495002764429,0.018991708755493164
304.jpg,0.6616983908482461,0.018998384475708008
3040.jpg,0.7789320763788004,0.019001007080078125
3155.jpg,0.0,0.0185089111328125
3217.jpg,0.9216190921853065,0.018999576568603516
3241.jpg,0.0,0.020001649856567383
325.jpg,0.7678766541216462,0.01899433135986328
3343.jpg,0.9081788901209145,0.018999576568603516
3359.jpg,0.916240248301317,0.019998550415039062
336.jpg,0.7701229763681358,0.019998550415039062
3386.jpg,0.0,0.01999950408935547
3444.jpg,0.014794647214445329,0.020001888275146484
3458.jpg,0.7423984086388179,0.019000530242919922
3562.jpg,0.0,0.020048141479492188
3619.jpg,0.7367441860465116,0.0204925537109375
3621.jpg,0.709524527651507,0.0200045108795166
3628.jpg,0.6196942157596493,0.01999497413635254
3725.jpg,0.8687136734574062,0.02099895477294922
3729.jpg,0.7630205559697518,0.020002126693725586
3749.jpg,0.005348008060765773,0.01999068260192871
3754.jpg,0.9439857322148094,0.02059483528137207
378.jpg,0.8973469741633432,0.021080970764160156
3785.jpg,0.0,0.020081758499145508
3805.jpg,0.0,0.020999670028686523
3830.jpg,0.8984701696059842,0.020000457763671875
3892.jpg,0.0003682337056585246,0.021997690200805664
3899.jpg,0.7658012063991607,0.020048856735229492
3976.jpg,0.8645720476706392,0.022005081176757812
4023.jpg,0.7560112032975744,0.02108168601989746
4052.jpg,0.833779584985963,0.021004199981689453
4065.jpg,0.7508747777204153,0.02099466323852539
4073.jpg,0.0,0.020064592361450195
4082.jpg,0.03818853513760326,0.02104806900024414
409.jpg,0.0,0.020000457763671875
4114.jpg,0.7547991468183434,0.02198505401611328
4120.jpg,0.7892438233092088,0.019999980926513672
4124.jpg,0.6678561367264532,0.021021604537963867
4174.jpg,0.8299866131191432,0.02100062370300293
4177.jpg,0.8973858972086237,0.021000146865844727
4199.jpg,0.8777472527472527,0.022000551223754883
4206.jpg,0.8548764977575474,0.020999670028686523
4269.jpg,0.8959712934268471,0.019001245498657227
4289.jpg,0.0,0.01999664306640625
4293.jpg,0.7973582474226805,0.021994829177856445
4324.jpg,0.7860543188134613,0.021709918975830078
4329.jpg,0.7074256847515038,0.031005859375
439.jpg,0.7304436995882884,0.026580095291137695
4444.jpg,0.0,0.022001266479492188
4448.jpg,0.0,0.021002531051635742
4479.jpg,0.0,0.020999908447265625
4534.jpg,0.8337042047922526,0.019995927810668945
4612.jpg,0.5212611491391828,0.019994020462036133
4647.jpg,0.8441851361679125,0.02103281021118164
4735.jpg,0.8697848384360299,0.02007126808166504
4747.jpg,0.7788032152426317,0.020009994506835938
4749.jpg,0.7206074477176507,0.021002769470214844
4771.jpg,0.8573543015726179,0.02000141143798828
4772.jpg,0.9022253549491491,0.021000146865844727
4829.jpg,0.0,0.020998716354370117
4888.jpg,0.642000786163522,0.019007444381713867
4977.jpg,0.0,0.019998788833618164
5011.jpg,0.47025272699339377,0.019989490509033203
5035.jpg,0.0,0.018996477127075195
506.jpg,0.5734164752215294,0.020140409469604492
5125.jpg,0.48537425075543666,0.020994186401367188
5145.jpg,0.8875704538712548,0.018999099731445312
515.jpg,0.0,0.0195772647857666
5177.jpg,0.8181966944853543,0.018993139266967773
5212.jpg,0.9197205190360759,0.02336573600769043
5234.jpg,0.0,0.0189974308013916
5237.jpg,0.0,0.019999265670776367
524.jpg,0.7938636781186845,0.019001483917236328
5254.jpg,0.6637828668363019,0.019013166427612305
5384.jpg,0.7913798994484307,0.019723176956176758
5462.jpg,0.6951219512195121,0.01900506019592285
5530.jpg,0.0,0.019882917404174805
5549.jpg,0.0,0.02022695541381836
5994.jpg,0.0,0.017992258071899414
6066.jpg,0.0,0.01999950408935547
6143.jpg,0.45177030077977326,0.019991159439086914
6156.jpg,0.8308125413998675,0.020030975341796875
6184.jpg,0.8803900280639941,0.01954960823059082
622.jpg,0.5705640557204841,0.01999521255493164
6337.jpg,0.0,0.020999908447265625
6359.jpg,0.7736782046405477,0.018998384475708008
6360.jpg,0.7987790561164593,0.02299976348876953
638.jpg,0.7220253164556962,0.021001338958740234
6490.jpg,0.819172315597239,0.01999974250793457
6491.jpg,0.0,0.01999974250793457
6502.jpg,0.8570583887657058,0.018998384475708008
6524.jpg,0.7761426082294599,0.01899862289428711
6620.jpg,0.8618925831202046,0.019000768661499023
6817.jpg,0.8012981574539364,0.0200045108795166
69.jpg,0.39825656722702685,0.01966691017150879
6917.jpg,0.8658214702955302,0.018999099731445312
6969.jpg,0.9535478547854785,0.01900792121887207
7007.jpg,0.6592563186449649,0.020001888275146484
7112.jpg,0.0,0.018997907638549805
7120.jpg,0.6896191187453323,0.018568754196166992
7128.jpg,0.868252516010979,0.01899099349975586
7129.jpg,0.0,0.01900172233581543
7157.jpg,0.89816483812822,0.020010709762573242
7163.jpg,0.6954620010934938,0.018990516662597656
7165.jpg,0.0,0.018938302993774414
7352.jpg,0.8100316418610102,0.018995046615600586
7517.jpg,0.9200300273779034,0.023251771926879883
7535.jpg,0.8355159769512834,0.021001815795898438
7545.jpg,0.7756229316721822,0.01899862289428711
7561.jpg,0.7782757148954332,0.01898932456970215
7710.jpg,0.0,0.017058849334716797
7711.jpg,0.9096986903562597,0.022264957427978516
8017.jpg,0.8852258852258852,0.017949342727661133
812.jpg,0.0,0.01800060272216797
8131.jpg,0.8783068783068783,0.018000125885009766
8203.jpg,0.8494943486020226,0.01799941062927246
8208.jpg,0.756898561989895,0.018312692642211914
8242.jpg,0.670338496844521,0.01799178123474121
825.jpg,0.7293047287431202,0.01789259910583496
829.jpg,0.0,0.0180056095123291
8330.jpg,0.0,0.019005298614501953
8477.jpg,0.2078083554376658,0.017997026443481445
8491.jpg,0.0,0.017996549606323242
8616.jpg,0.8631209906012234,0.01799154281616211
8652.jpg,0.8220230473751601,0.017989635467529297
8784.jpg,0.8684782608695653,0.0189971923828125
8790.jpg,0.8934961742201295,0.019005775451660156
8791.jpg,0.8942778457772338,0.018991470336914062
8815.jpg,0.7536324106480008,0.018995046615600586
885.jpg,0.0,0.017989397048950195
8854.jpg,0.8572498439775328,0.019004106521606445
8868.jpg,0.8735688906435057,0.018004417419433594
8872.jpg,0.0,0.01702404022216797
9115.jpg,0.13742117851706892,0.019008159637451172
9152.jpg,0.5273451945597238,0.018001317977905273
9199.jpg,0.0,0.016435623168945312
9202.jpg,0.4872101814516129,0.018047332763671875
9234.jpg,0.0,0.018999338150024414
9238.jpg,0.0,0.018996000289916992
9273.jpg,0.39506145693616834,0.018000364303588867
9276.jpg,0.0,0.01702713966369629
9316.jpg,0.627096415229314,0.01905059814453125
9405.jpg,0.847358859219141,0.01853775978088379
