image,avg_iou,inference_time
1021.jpg,0.7856208081138557,0.7081489562988281
1084.jpg,0.8436278798483523,0.050847530364990234
1098.jpg,0.8267552691636462,0.0516200065612793
1174.jpg,0.0,0.052430152893066406
1208.jpg,0.0,0.05164694786071777
125.jpg,0.8587118505664999,0.051033973693847656
128.jpg,0.8124635993011066,0.05218982696533203
130.jpg,0.8278867102396514,0.050362586975097656
1316.jpg,0.771566657427938,0.048496246337890625
1417.jpg,0.8665588202099244,0.0490875244140625
1471.jpg,0.7388844281038847,0.0482332706451416
1478.jpg,0.0,0.04923367500305176
1572.jpg,0.0,0.05135059356689453
1578.jpg,0.8233292944356417,0.049706459045410156
160.jpg,0.6016840135656648,0.048911333084106445
167.jpg,0.6022216278564384,0.048249006271362305
1821.jpg,0.6633052839573468,0.047319650650024414
1824.jpg,0.35807577789827155,0.048731088638305664
1829.jpg,0.8135487880671224,0.050246238708496094
185.jpg,0.5373801825924712,0.046979427337646484
194.jpg,0.384943337498082,0.04755544662475586
2021.jpg,0.8436076910102884,0.04809379577636719
2023.jpg,0.5817198048089808,0.04688096046447754
2043.jpg,0.9366541711671643,0.04725790023803711
2079.jpg,0.0,0.04687833786010742
2141.jpg,0.0,0.045813560485839844
2206.jpg,0.91730519011132,0.04588508605957031
2208.jpg,0.8976949404148282,0.05122709274291992
221.jpg,0.4463216289478661,0.04611063003540039
229.jpg,0.8407005785860412,0.04669809341430664
2325.jpg,0.9282225839869764,0.04589653015136719
233.jpg,0.8206398751463129,0.043932199478149414
2344.jpg,0.9113286713286713,0.046933650970458984
2373.jpg,0.8846153846153846,0.04538989067077637
241.jpg,0.798345597075939,0.04649472236633301
242.jpg,0.39677972171066095,0.0471339225769043
2428.jpg,0.8550533169765028,0.048505306243896484
2463.jpg,0.8445276960128445,0.04595518112182617
2466.jpg,0.8566987308437877,0.02910614013671875
2472.jpg,0.9040536599591718,0.029057025909423828
250.jpg,0.0,0.02965569496154785
2565.jpg,0.6427825568097061,0.027130842208862305
257.jpg,0.3119872949179672,0.029198646545410156
262.jpg,0.8946159368269921,0.02808070182800293
272.jpg,0.36857142857142855,0.0288388729095459
2772.jpg,0.7887090078870901,0.02931976318359375
2779.jpg,0.8315283752184705,0.026841402053833008
2837.jpg,0.8219496361089281,0.027784347534179688
2882.jpg,0.8105403026799427,0.027227401733398438
2891.jpg,0.8050063557250415,0.027402162551879883
2913.jpg,0.872306359746975,0.02872943878173828
292.jpg,0.06543151064131121,0.026590824127197266
2980.jpg,0.1528747092057162,0.027958154678344727
304.jpg,0.7139148293098772,0.02778029441833496
3040.jpg,0.8885045097772808,0.027474164962768555
3155.jpg,0.9489167163585768,0.024914026260375977
3217.jpg,0.9345489182201661,0.02421402931213379
3241.jpg,0.0,0.024090290069580078
325.jpg,0.0,0.024504899978637695
3343.jpg,0.9355892894792326,0.02552485466003418
3359.jpg,0.7334666000333167,0.024199724197387695
336.jpg,0.853051133622769,0.02497720718383789
3386.jpg,0.0,0.024916410446166992
3444.jpg,0.008152951273004673,0.024789810180664062
3458.jpg,0.8914846012108449,0.024407625198364258
3562.jpg,0.9173050923839567,0.02924036979675293
3619.jpg,0.700911718923727,0.043891191482543945
3621.jpg,0.8370662129722423,0.04395127296447754
3628.jpg,0.907196053776961,0.04314374923706055
3725.jpg,0.895590471363406,0.04239296913146973
3729.jpg,0.7477674990642211,0.04203677177429199
3749.jpg,0.0,0.025005102157592773
3754.jpg,0.0,0.024869918823242188
378.jpg,0.0,0.024641990661621094
3785.jpg,0.0,0.024359703063964844
3805.jpg,0.8337028824833703,0.02508831024169922
3830.jpg,0.8491590356343008,0.0239412784576416
3892.jpg,0.7940896091515729,0.024416446685791016
3899.jpg,0.946969696969697,0.025556087493896484
3976.jpg,0.9385173128144422,0.02468562126159668
4023.jpg,0.9175963488843814,0.02423882484436035
4052.jpg,0.8035045393943242,0.0246429443359375
4065.jpg,0.863342566943675,0.02538156509399414
4073.jpg,0.0,0.023038387298583984
4082.jpg,0.00346239537544409,0.023743152618408203
409.jpg,0.8816991849839466,0.027353763580322266
4114.jpg,0.8529808684607446,0.025411605834960938
4120.jpg,0.8747514910536779,0.02492380142211914
4124.jpg,0.904244490211396,0.024035215377807617
4174.jpg,0.6670131342719455,0.02474522590637207
4177.jpg,0.900281425891182,0.024629831314086914
4199.jpg,0.9282648139133514,0.024726390838623047
4206.jpg,0.8809001097694841,0.02498316764831543
4269.jpg,0.11053707548216352,0.024741411209106445
4289.jpg,0.0,0.025406837463378906
4293.jpg,0.8125649475965678,0.023724079132080078
4324.jpg,0.8143946694567582,0.023632526397705078
4329.jpg,0.7641242508138367,0.025040388107299805
439.jpg,0.708333979258065,0.024431943893432617
4444.jpg,0.8928,0.02402806282043457
4448.jpg,0.8340638697557922,0.02417755126953125
4479.jpg,0.0,0.02495718002319336
4534.jpg,0.8592693434121788,0.0240328311920166
4612.jpg,0.0,0.032814741134643555
4647.jpg,0.9393498805691142,0.042963504791259766
4735.jpg,0.9336362924077412,0.04267430305480957
4747.jpg,0.8630563196104072,0.041094303131103516
4749.jpg,0.7382244971821519,0.042059898376464844
4771.jpg,0.9435670455688563,0.04166817665100098
4772.jpg,0.9678486997635933,0.02626490592956543
4829.jpg,0.8286358511837655,0.024321794509887695
4888.jpg,0.0,0.023325204849243164
4977.jpg,0.0,0.0230867862701416
5011.jpg,0.8972001830942936,0.024048328399658203
5035.jpg,0.812308291163877,0.02456355094909668
506.jpg,0.0,0.024730920791625977
5125.jpg,0.9438852389849919,0.02349376678466797
5145.jpg,0.94028355292821,0.02483057975769043
515.jpg,0.0,0.02369856834411621
5177.jpg,0.9265953984427809,0.023741483688354492
5212.jpg,0.9736938674942596,0.023614883422851562
5234.jpg,0.0,0.024178504943847656
5237.jpg,0.0,0.02355051040649414
524.jpg,0.8657343935654876,0.023677349090576172
5254.jpg,0.0,0.023303985595703125
5384.jpg,0.9243849097867687,0.022757768630981445
5462.jpg,0.7099117799688636,0.023560285568237305
5530.jpg,0.8165311750170111,0.023393630981445312
5549.jpg,0.848548875777388,0.024314165115356445
5994.jpg,0.8595035142814416,0.023450374603271484
6066.jpg,0.36812221862265343,0.022334814071655273
6143.jpg,0.0,0.023940086364746094
6156.jpg,0.8580671725192636,0.023860454559326172
6184.jpg,0.8954074197443478,0.023806333541870117
