frame_id,timestamp,fps,total_latency_ms,detection_time_ms,tracking_time_ms,queue_frame_depth,queue_ocr_depth,gpu_memory_gb,active_overlays
53,14.769653558731079,41.60685659868265,7.0037841796875,0.0,0.0,25,0,0.21236419677734375,0
54,14.794645547866821,41.67589749704395,7.002353668212891,0.0,0.0,26,0,0.21236419677734375,0
55,14.819647550582886,38.46256270117103,6.999492645263672,0.0,0.0,26,0,0.21236419677734375,0
56,14.845645904541016,38.463973588885324,9.000062942504883,0.0,0.0,27,0,0.21236419677734375,0
57,14.870689392089844,39.93054074638233,8.009910583496094,0.0,0.0,27,0,0.21236419677734375,0
58,14.896676778793335,39.99832160363144,6.999492645263672,0.0,0.0,28,0,0.21236419677734375,0
59,14.920669555664062,40.03344468836499,6.9980621337890625,0.0,0.0,28,0,0.21236419677734375,0
60,14.946681499481201,38.443878205715755,8.997201919555664,0.0,0.0,29,0,0.21236419677734375,0
61,14.971720218658447,41.60231702357691,5.993366241455078,0.0,0.0,29,0,0.21236419677734375,0
62,14.998741149902344,37.03448884807601,7.001638412475586,0.0,0.0,30,0,0.21236419677734375,0
63,15.023727178573608,38.45163182984965,6.998300552368164,0.0,0.0,30,0,0.21236419677734375,0
64,15.050720453262329,38.47244108933141,9.000539779663086,0.0,0.0,31,0,0.21236419677734375,0
65,15.076356649398804,39.00371968457075,6.001710891723633,0.0,0.0,31,0,0.21236419677734375,0
66,15.10135793685913,38.462209995414945,8.00013542175293,0.0,0.0,32,0,0.21236419677734375,0
67,15.128357410430908,38.381961602518345,7.053613662719727,0.0,0.0,32,0,0.21236419677734375,0
68,15.153364419937134,40.087011373411066,6.995439529418945,0.0,0.0,33,0,0.21236419677734375,0
69,15.179356813430786,37.03808623932605,6.999015808105469,0.0,0.0,33,0,0.21236419677734375,0
70,15.206356525421143,37.03743211620822,10.00070571899414,0.0,0.0,34,0,0.21236419677734375,0
71,15.232382774353027,38.422747842655866,6.991386413574219,0.0,0.0,34,0,0.21236419677734375,0
72,15.258735418319702,37.94685653798482,9.346723556518555,0.0,0.0,35,0,0.21236419677734375,0
73,15.285737752914429,38.446697343575266,6.00886344909668,0.0,0.0,35,0,0.21236419677734375,0
74,15.311744451522827,37.03841330954946,8.010387420654297,0.0,0.0,36,0,0.21236419677734375,0
75,15.339736700057983,35.72417552466612,8.002281188964844,0.0,0.0,36,0,0.21236419677734375,0
76,15.366735696792603,37.03841330954946,9.000062942504883,0.0,0.0,37,0,0.21236419677734375,0
77,15.395735502243042,34.482989953466955,7.999897003173828,0.0,0.0,37,0,0.21623468399047852,0
78,15.427962303161621,32.02198775404254,10.006189346313477,0.0,0.0,38,0,0.21623468399047852,0
79,15.456034898757935,35.719307807603215,7.002830505371094,0.0,0.0,38,0,0.21623468399047852,0
80,15.481981039047241,37.00834700972347,7.020235061645508,0.0,0.0,39,0,0.21623468399047852,0
81,15.5089590549469,37.067218127507644,6.993770599365234,0.0,0.0,39,0,0.21623468399047852,0
82,15.53295373916626,41.67589749704395,5.990028381347656,0.0,0.0,40,0,0.21623468399047852,0
83,15.556957960128784,43.477806571991295,5.000829696655273,0.0,0.0,40,0,0.21623468399047852,0
84,15.579954385757446,41.66596135697611,6.999969482421875,0.0,0.0,41,0,0.21623468399047852,0
85,15.604954242706299,41.66761705129097,4.99272346496582,0.0,0.0,41,0,0.21623468399047852,0
86,15.626953125,45.45291402067665,6.000995635986328,0.0,0.0,42,0,0.21623468399047852,0
87,15.649962902069092,41.65230689785299,5.00941276550293,0.0,0.0,42,0,0.21623468399047852,0
88,15.674971103668213,41.681281551854354,5.993843078613281,0.0,0.0,43,0,0.21623468399047852,0
89,15.697955846786499,41.664305794236554,5.000591278076172,0.0,0.0,43,0,0.21623468399047852,0
90,15.7219557762146,41.666789187685644,6.999969482421875,0.0,0.0,44,0,0.21623468399047852,0
91,15.745953559875488,41.67051483299223,4.941701889038086,0.0,0.0,44,0,0.21623468399047852,0
92,15.768960952758789,43.464290155440416,5.996942520141602,0.0,0.0,45,0,0.21236419677734375,0
93,15.804955005645752,27.782367357753195,5.992650985717773,0.0,0.0,45,0,0.21300888061523438,0
94,15.83095383644104,38.46326813208983,7.936000823974609,0.0,0.0,46,0,0.2149519920349121,0
95,15.858956336975098,35.71109654238789,7.002353668212891,0.0,0.0,46,0,0.2149519920349121,0
96,15.884955406188965,38.46291541339593,7.00068473815918,0.0,0.0,47,0,0.2149519920349121,0
97,15.910960674285889,38.45374699745127,6.003618240356445,0.0,0.0,47,0,0.21236419677734375,0
98,15.93595838546753,40.00366244468182,7.997035980224609,0.0,0.0,48,0,0.21236419677734375,0
99,15.962955951690674,38.46644289146903,5.99980354309082,0.0,0.0,48,0,0.2136540412902832,0
100,15.992954730987549,33.317742755465176,7.005453109741211,0.0,0.0,49,0,0.21236419677734375,0
101,16.019958019256592,35.72843586554679,7.002115249633789,0.0,0.0,49,0,0.21236419677734375,0
102,16.043957471847534,41.66761705129097,6.995439529418945,0.0,0.0,50,0,0.2130112648010254,0
103,16.072957515716553,34.48270645784519,8.00323486328125,0.0,0.0,50,0,0.21494293212890625,0
104,16.09795570373535,41.65354784249466,7.0018768310546875,0.0,0.0,51,0,0.21494293212890625,0
105,16.127959728240967,33.34396489359165,9.993314743041992,0.0,0.0,51,0,0.21719980239868164,0
106,16.162963151931763,27.771881848940918,16.0067081451416,0.0,0.0,52,0,0.21268653869628906,0
107,16.197969913482666,28.565910004154492,12.002229690551758,0.0,0.0,52,0,0.21268653869628906,0
108,16.234968185424805,27.0282893634571,17.00425148010254,0.0,0.0,53,0,0.21268653869628906,0
109,16.268966913223267,29.412865267424493,11.999845504760742,0.0,0.0,53,0,0.21571016311645508,0
110,16.31095838546753,23.814359119943223,20.003557205200195,0.0,0.0,54,0,0.21571016311645508,0
111,16.346953630447388,27.781447259480046,11.997699737548828,0.0,0.0,54,0,0.21171951293945312,0
112,16.38195514678955,28.570190794716872,16.99066162109375,0.0,0.0,55,0,0.21303606033325195,0
113,16.414955377578735,31.247142963569992,10.99705696105957,0.0,0.0,55,0,0.2140650749206543,0
114,16.448963403701782,28.567077365262936,16.99376106262207,0.0,0.0,56,0,0.2140650749206543,0
115,16.48095726966858,31.25599141528556,12.002944946289062,0.0,0.0,56,0,0.2119612693786621,0
116,16.517958879470825,27.025851181731486,17.000675201416016,0.0,0.0,57,0,0.21413755416870117,0
117,16.566954135894775,20.835257416496116,26.99899673461914,0.0,0.0,57,0,0.21479272842407227,0
118,16.641966581344604,13.155794214881217,44.00944709777832,0.0,0.0,58,0,0.21204185485839844,0
119,16.70895791053772,15.154310572201767,34.99770164489746,0.0,0.0,58,0,0.21419572830200195,0
120,16.776955127716064,14.492602190663764,37.999868392944336,0.0,0.0,59,0,0.2122030258178711,0
121,16.830954551696777,18.51871605810411,24.990320205688477,0.0,0.0,59,0,0.3467268943786621,0
122,16.894961833953857,15.870742662110874,39.00909423828125,0.0,0.0,60,0,0.21204185485839844,0
123,16.955963373184204,16.395335837669013,31.996726989746094,0.0,0.0,60,0,0.2120828628540039,0
124,17.015962600708008,16.391811722774136,39.00909423828125,0.0,0.0,61,0,0.2120828628540039,0
125,17.06995463371277,18.521251087393303,24.99246597290039,0.0,0.0,61,0,0.2120828628540039,0
126,17.13990330696106,14.504379700873173,44.74687576293945,0.0,0.0,62,0,0.21370697021484375,0
127,17.206905841827393,14.704473425886972,28.01036834716797,0.0,0.0,62,0,0.21200180053710938,0
128,17.265902757644653,16.95003859349932,36.00645065307617,0.0,0.0,63,0,0.2122035026550293,0
129,17.32789659500122,16.130635602509027,34.00087356567383,0.0,0.0,63,0,0.21204185485839844,0
130,17.387894868850708,16.667146166715014,38.99955749511719,0.0,0.0,64,0,0.21235084533691406,0
131,17.4429030418396,18.51634520724531,25.997400283813477,0.0,0.0,64,0,0.2127079963684082,0
132,17.50692844390869,15.378171472149708,43.02620887756348,0.0,0.0,65,0,0.2127079963684082,0
133,17.943516969680786,2.290486215210369,11.997699737548828,0.0,0.0,65,0,0.2127079963684082,0
134,17.976062774658203,30.725926142981677,15.546560287475586,0.0,0.0,66,0,0.2127079963684082,0
135,18.009137630462646,30.234447760333317,12.000560760498047,0.0,0.0,66,0,0.2127079963684082,0
136,18.04113745689392,31.250169501627962,16.00027084350586,0.0,0.0,67,0,0.2127079963684082,0
137,18.066644430160522,40.78792593745138,10.515689849853516,0.0,0.0,67,0,0.2127079963684082,0
138,18.096644639968872,32.268344847748146,16.000032424926758,0.0,0.0,68,0,0.2127079963684082,0
139,18.121644973754883,39.99946594951316,12.000560760498047,0.0,0.0,68,0,0.2127079963684082,0
140,18.15183448791504,33.124083901945916,17.188549041748047,0.0,0.0,69,0,0.2119612693786621,0
141,18.176844358444214,39.98421338620959,11.009454727172852,0.0,0.0,69,0,0.2119612693786621,0
142,18.205846309661865,34.48043866067098,15.002965927124023,0.0,0.0,70,0,0.2119612693786621,0
143,18.230834484100342,40.018929852683,11.99197769165039,0.0,0.0,70,0,0.21228361129760742,0
144,18.260833978652954,33.333894951004154,15.999794006347656,0.0,0.0,71,0,0.230224609375,0
145,18.292854070663452,32.256185063561766,11.002302169799805,0.0,0.0,71,0,0.2160177230834961,0
146,18.321837186813354,34.4790214389057,15.004634857177734,0.0,0.0,72,0,0.212646484375,0
147,18.350833654403687,33.33919416248698,11.99960708618164,0.0,0.0,72,0,0.2133312225341797,0
148,18.378840684890747,37.02762304127124,13.998031616210938,0.0,0.0,73,0,0.2133312225341797,0
149,18.40783381462097,33.34078425449718,11.000394821166992,0.0,0.0,73,0,0.21913480758666992,0
150,18.438835382461548,32.256433130815964,14.002323150634766,0.0,0.0,74,0,0.21913480758666992,0
151,18.46683430671692,35.715657890255116,11.00015640258789,0.0,0.0,74,0,0.21913480758666992,0
152,18.497833251953125,32.259162122459024,14.9993896484375,0.0,0.0,75,0,0.21913480758666992,0
153,18.528844356536865,33.33151085539909,11.883258819580078,0.0,0.0,75,0,0.21333646774291992,0
154,18.560835599899292,30.302380522342233,14.002323150634766,0.0,0.0,76,0,0.21333646774291992,0
155,18.61383581161499,18.86784915811587,30.99679946899414,0.0,0.0,76,0,0.21493959426879883,0
156,18.781933069229126,5.948937027250511,133.09717178344727,0.0,0.0,77,0,0.2132558822631836,0
157,18.84644913673401,15.500014781966001,41.51725769042969,0.0,0.0,77,0,0.2132558822631836,0
158,18.945028066635132,10.14415556146758,70.57809829711914,0.0,0.0,78,0,0.2132558822631836,0
159,19.052541255950928,9.301184406898432,44.00062561035156,0.0,0.0,78,0,0.2132558822631836,0
160,19.11953854560852,14.925976932958966,42.00029373168945,0.0,0.0,79,0,0.21317672729492188,0
161,19.17454218864441,18.180613952198073,34.00301933288574,0.0,0.0,79,0,0.22290277481079102,0
162,19.277726888656616,9.786285260972024,69.99945640563965,0.0,0.0,80,0,0.21333646774291992,0
163,19.33924126625061,15.996094703441543,37.51683235168457,0.0,0.0,80,0,0.2135467529296875,0
164,19.397873163223267,17.353777917532085,35.623788833618164,0.0,0.0,81,0,0.2135467529296875,0
165,19.53717541694641,7.12708537948894,43.732643127441406,0.0,0.0,81,0,0.2135477066040039,0
166,19.653568744659424,8.663948276218214,85.27016639709473,0.0,0.0,82,0,0.2135472297668457,0
167,19.72457766532898,13.892471978589787,33.18047523498535,0.0,0.0,82,0,0.2135472297668457,0
168,19.800575733184814,13.158229257840564,49.99852180480957,0.0,0.0,83,0,0.2135477066040039,0
169,19.867576360702515,14.925233345550689,43.00880432128906,0.0,0.0,83,0,0.2135477066040039,0
170,19.93126630783081,15.701065004585697,40.71354866027832,0.0,0.0,84,0,0.2135477066040039,0
171,19.98564624786377,18.73636530137274,33.01548957824707,0.0,0.0,84,0,0.2135477066040039,0
172,20.053823232650757,14.45404608142476,44.98147964477539,0.0,0.0,85,0,0.2135481834411621,0
173,20.109824180603027,17.85684058156119,32.991647720336914,0.0,0.0,85,0,0.2135481834411621,0
174,20.18683433532715,12.985300491634778,51.01132392883301,0.0,0.0,86,0,0.2135477066040039,0
175,20.240830659866333,18.86929216040885,30.00617027282715,0.0,0.0,86,0,0.2135477066040039,0
176,20.300833463668823,16.392644558653977,37.01019287109375,0.0,0.0,87,0,0.2135477066040039,0
177,20.374833583831787,13.513491569983794,33.01048278808594,0.0,0.0,87,0,0.2135477066040039,0
178,20.429824590682983,18.18479160976202,30.999422073364258,0.0,0.0,88,0,0.21355819702148438,0
179,20.714595079421997,3.511599830544518,256.76870346069336,0.0,0.0,88,0,0.21355819702148438,0
180,20.75746178627014,23.32812743331331,21.86441421508789,0.0,0.0,89,0,0.2135634422302246,0
181,20.793463468551636,27.776479781724746,18.001556396484375,0.0,0.0,89,0,0.21356439590454102,0
182,20.83846426010132,22.221831340365675,23.995161056518555,0.0,0.0,90,0,0.21356916427612305,0
183,20.953470468521118,8.69518275352374,19.995450973510742,0.0,0.0,90,0,0.2143998146057129,0
184,20.99646282196045,23.259950200473593,21.993398666381836,0.0,0.0,91,0,0.21397638320922852,0
185,21.035472869873047,25.634421219899767,17.008304595947266,0.0,0.0,91,0,0.2140030860900879,0
186,21.07947087287903,23.257241715831967,22.002696990966797,0.0,0.0,92,0,0.2140030860900879,0
187,21.115471601486206,27.026025322980765,16.001224517822266,0.0,0.0,92,0,0.2140030860900879,0
188,21.160462856292725,22.226541675719503,22.99952507019043,0.0,0.0,93,0,0.2140030860900879,0
189,21.200470447540283,25.641316574558616,16.99519157409668,0.0,0.0,93,0,0.2140030860900879,0
190,21.246463537216187,21.276087188097616,24.990320205688477,0.0,0.0,94,0,0.2140030860900879,0
191,21.285470485687256,26.31687131769327,16.988277435302734,0.0,0.0,94,0,0.2140030860900879,0
192,21.3304705619812,21.735073118658473,23.00882339477539,0.0,0.0,95,0,0.2140030860900879,0
193,21.372462272644043,23.814223907884127,22.99356460571289,0.0,0.0,95,0,0.2140030860900879,0
194,21.41847062110901,21.735185751374544,23.99921417236328,0.0,0.0,96,0,0.2140030860900879,0
195,21.457461833953857,26.32149558516213,16.99352264404297,0.0,0.0,96,0,0.2140030860900879,0
196,21.50146985054016,22.72387133824908,21.999835968017578,0.0,0.0,97,0,0.21463823318481445,0
197,21.537463426589966,27.031076395602128,16.994953155517578,0.0,0.0,97,0,0.21463823318481445,0
198,21.68412971496582,6.865373787106996,124.65333938598633,0.0,0.0,98,0,0.21463823318481445,0
199,21.70824122428894,39.810019172725376,7.079362869262695,0.0,0.0,98,0,0.21463823318481445,0
200,21.732249975204468,41.65147964250248,6.9942474365234375,0.0,0.0,99,0,0.21463823318481445,0
201,21.755268335342407,43.4435812980341,5.993843078613281,0.0,0.0,99,0,0.21463823318481445,0
202,21.78083872795105,40.70400993750243,5.999326705932617,0.0,0.0,100,0,0.21463823318481445,0
203,21.803829193115234,41.67838227256919,6.999731063842773,0.0,0.0,100,0,0.21463823318481445,0
204,21.827836275100708,41.65437518000258,7.006406784057617,0.0,0.0,101,0,0.21463823318481445,0
205,21.855835914611816,35.714745527465325,11.998414993286133,0.0,0.0,101,0,0.21463823318481445,0
206,21.88283133506775,38.47067671931466,8.99958610534668,0.0,0.0,102,0,0.21463823318481445,0
207,21.904836654663086,43.46519098841427,8.007287979125977,0.0,0.0,102,0,0.21463823318481445,0
208,21.927829265594482,43.49223335199817,8.001089096069336,0.0,0.0,103,0,0.21463823318481445,0
209,21.95183801651001,41.65147964250248,10.002374649047852,0.0,0.0,103,0,0.21442699432373047,0
210,21.98883628845215,27.0282893634571,20.00737190246582,0.0,0.0,104,0,0.21442699432373047,0
211,22.0168399810791,35.70957635199564,10.998964309692383,0.0,0.0,104,0,0.2140030860900879,0
212,22.03982925415039,43.49854807931635,7.9936981201171875,0.0,0.0,105,0,0.2140030860900879,0
213,22.064829111099243,40.00022888314562,9.992361068725586,0.0,0.0,105,0,0.21357965469360352,0
214,22.10983657836914,22.21853529333863,9.000539779663086,0.0,0.0,106,0,0.21357965469360352,0
215,22.130842447280884,47.60574314738096,7.0056915283203125,0.0,0.0,106,0,0.21357965469360352,0
216,22.155836820602417,40.009004712211684,10.006189346313477,0.0,0.0,107,0,0.2135930061340332,0
217,22.201862335205078,21.7270791784299,30.033111572265625,0.0,0.0,107,0,0.21363306045532227,0
218,22.22586989402771,41.65354784249466,8.999109268188477,0.0,0.0,108,0,0.21363306045532227,0
219,22.246864557266235,47.63115219514411,6.995439529418945,0.0,0.0,108,0,0.21363306045532227,0
220,22.27186417579651,40.00061036087587,8.990287780761719,0.0,0.0,109,0,0.2136063575744629,0
221,22.29486322402954,43.48006012543409,7.00068473815918,0.0,0.0,109,0,0.21357965469360352,0
222,22.31986904144287,39.990694304075056,8.999109268188477,0.0,0.0,110,0,0.21358633041381836,0
223,22.341871976852417,45.44848136790664,7.002830505371094,0.0,0.0,110,0,0.21358633041381836,0
224,22.366862773895264,40.014730153884315,8.991003036499023,0.0,0.0,111,0,0.21358633041381836,0
225,22.388870000839233,45.43961865554412,7.000446319580078,0.0,0.0,111,0,0.21358633041381836,0
226,22.414862871170044,39.99641450599331,9.009599685668945,0.0,0.0,112,0,0.21358633041381836,0
227,22.43792724609375,43.3900998293074,6.994724273681641,0.0,0.0,112,0,0.2101140022277832,0
228,22.46392512321472,37.02860371495162,9.999513626098633,0.0,0.0,113,0,0.2101140022277832,0
229,22.487927675247192,41.662236525816,8.003473281860352,0.0,0.0,113,0,0.2101140022277832,0
230,22.51391911506653,38.47420562119322,9.9945068359375,0.0,0.0,114,0,0.2101140022277832,0
231,22.536927938461304,43.46158788054629,8.010149002075195,0.0,0.0,114,0,0.2101140022277832,0
232,22.561918258666992,40.015493669919955,9.994029998779297,0.0,0.0,115,0,0.2101140022277832,0
233,22.58392834663391,45.43371210069651,7.002830505371094,0.0,0.0,115,0,0.2101140022277832,0
234,22.610923767089844,37.04332005617035,10.00523567199707,0.0,0.0,116,0,0.2101140022277832,0
235,22.634918689727783,43.48862575949236,6.999731063842773,0.0,0.0,116,0,0.2101140022277832,0
236,22.659921407699585,38.456920185210656,8.003950119018555,0.0,0.0,117,0,0.2101140022277832,0
237,22.683917760849,41.67299896669581,5.999565124511719,0.0,0.0,117,0,0.2101140022277832,0
238,22.706918478012085,45.451928912006935,6.001710891723633,0.0,0.0,118,0,0.2101140022277832,0
239,22.733847618103027,35.805601796126034,7.992267608642578,0.0,0.0,118,0,0.2101140022277832,0
240,22.79384684562683,16.666881246150485,42.9987907409668,0.0,0.0,119,0,0.2101140022277832,0
241,22.840853214263916,21.273713094507478,4.999876022338867,0.0,0.0,119,0,0.2101140022277832,0
242,22.862850666046143,47.6333159197765,5.993843078613281,0.0,0.0,120,0,0.2101140022277832,0
243,22.881853818893433,49.98276827742358,4.999876022338867,0.0,0.0,120,0,0.2101140022277832,0
244,22.90285873413086,49.98693807503456,5.004405975341797,0.0,0.0,121,0,0.21059751510620117,0
245,22.921847343444824,50.02927108555888,4.992008209228516,0.0,0.0,121,0,0.2115645408630371,0
246,22.941856145858765,52.634733394405615,4.989147186279297,0.0,0.0,122,0,0.21108102798461914,0
247,22.96185326576233,49.98276827742358,5.000114440917969,0.0,0.0,122,0,0.21108102798461914,0
248,22.981847047805786,47.63277497018909,5.994081497192383,0.0,0.0,123,0,0.2123703956604004,0
249,23.001854181289673,49.98217264883932,4.999637603759766,0.0,0.0,123,0,0.2123703956604004,0
250,23.02286171913147,47.601961140366804,6.006956100463867,0.0,0.0,124,0,0.2123703956604004,0
251,23.041847467422485,52.67108700020093,4.993200302124023,0.0,0.0,124,0,0.2123703956604004,0
252,23.0628559589386,49.97621714367419,5.002260208129883,0.0,0.0,125,0,0.2123703956604004,0
253,23.084853649139404,43.484567933233116,6.995201110839844,0.0,0.0,125,0,0.2123703956604004,0
254,23.107853174209595,43.47915867602393,6.005287170410156,0.0,0.0,126,0,0.2123703956604004,0
255,23.127854347229004,49.99706762346378,5.0048828125,0.0,0.0,126,0,0.2123703956604004,0
256,23.147854328155518,50.000047683761295,6.001472473144531,0.0,0.0,127,0,0.2123703956604004,0
257,23.16785478591919,49.99885561701316,6.001949310302734,0.0,0.0,127,0,0.2123703956604004,0
258,23.18784785270691,50.017339041463444,5.997419357299805,0.0,0.0,128,0,0.2123703956604004,0
259,23.206858158111572,55.53824763972935,4.996776580810547,0.0,0.0,128,0,0.2123703956604004,0
260,23.225853443145752,50.000047683761295,6.000518798828125,0.0,0.0,129,0,0.2123703956604004,0
261,23.245853900909424,49.99885561701316,6.000995635986328,0.0,0.0,129,0,0.2123703956604004,0
262,23.26585340499878,52.624827482371835,6.003141403198242,0.0,0.0,130,0,0.21301746368408203,0
263,23.283857345581055,52.62878939971893,4.985332489013672,0.0,0.0,130,0,0.21301746368408203,0
264,23.302850008010864,52.65191247913032,6.003141403198242,0.0,0.0,131,0,0.21301746368408203,0
265,23.323853254318237,49.97800364619949,5.002498626708984,0.0,0.0,131,0,0.21301746368408203,0
266,23.343854188919067,47.62952953066624,6.00743293762207,0.0,0.0,132,0,0.21301746368408203,0
267,23.367123126983643,42.975747205344426,6.005764007568359,0.0,0.0,132,0,0.21301746368408203,0
268,23.391117572784424,43.48546960695883,6.001949310302734,0.0,0.0,133,0,0.21301746368408203,0
269,23.413119316101074,43.478257263991544,5.000114440917969,0.0,0.0,133,0,0.21301746368408203,0
270,23.435117721557617,45.45784020462132,6.006717681884766,0.0,0.0,134,0,0.21301746368408203,0
271,23.45911979675293,41.663064208518755,5.002021789550781,0.0,0.0,134,0,0.21301746368408203,0
272,23.48111915588379,45.455869602913126,5.99980354309082,0.0,0.0,135,0,0.21301746368408203,0
273,23.50411820411682,43.48006012543409,4.999876022338867,0.0,0.0,135,0,0.21301746368408203,0
274,23.52511715888977,47.62141786638812,6.0062408447265625,0.0,0.0,136,0,0.2149491310119629,0
275,23.548133611679077,43.44718142078767,6.022930145263672,0.0,0.0,136,0,0.2149491310119629,0
276,23.57213020324707,41.67258492384425,5.993843078613281,0.0,0.0,137,0,0.21220922470092773,0
277,23.592129707336426,50.00123980735301,4.998207092285156,0.0,0.0,137,0,0.21220970153808594,0
278,23.61313223838806,47.61330896459343,5.99217414855957,0.0,0.0,138,0,0.21220970153808594,0
279,23.633132457733154,49.999451643282036,5.991935729980469,0.0,0.0,138,0,0.21220970153808594,0
280,23.657130241394043,41.67051483299223,7.993459701538086,0.0,0.0,139,0,0.21220970153808594,0
281,23.68113899230957,41.65147964250248,5.997896194458008,0.0,0.0,139,0,0.21220970153808594,0
282,23.701130867004395,52.622186535518026,6.002664566040039,0.0,0.0,140,0,0.21220970153808594,0
