total_runtime_seconds,total_frames_processed,frames_analyzed,dropped_frames,frame_drop_rate_percent,average_fps,min_fps,max_fps,std_fps,average_total_latency_ms,min_total_latency_ms,max_total_latency_ms,std_total_latency_ms,average_detection_latency_ms,average_tracking_latency_ms,average_ocr_latency_ms,average_translation_latency_ms,total_ocr_operations,total_translations,translation_cache_hits,translation_cache_misses,cache_hit_rate_percent,average_gpu_memory_gb,max_gpu_memory_gb,average_frame_queue_depth,max_frame_queue_depth,average_ocr_queue_depth,max_ocr_queue_depth,average_active_overlays,max_active_overlays
339.68608260154724,10356,10356,129,1.2456546929316339,33.48158208875468,2.290486215210369,62.52782539990161,7.071163268728103,14.859590073633765,3.9780139923095703,256.76870346069336,8.013268296717907,0.005412534564192482,0.00038822445919173894,268.76962569452104,415.9993557702927,62,63,3,60,4.761904761904762,0.38708257873162377,0.40412092208862305,3.4474700656624178,150,0.0,0,1.4671687910390112,3
