image,avg_iou,inference_time
1.jpg,0.7435344827586207,0.994840145111084
100.jpg,0.7753107586798114,0.0687565803527832
101.jpg,0.8333475116971502,0.04364299774169922
102.jpg,0.8262745098039216,0.03656315803527832
103.jpg,0.8424091676290308,0.045192718505859375
104.jpg,0.8793253852864205,0.03886866569519043
105.jpg,0.9050669772859639,0.0398256778717041
107.jpg,0.829500221141088,0.020572423934936523
108.jpg,0.898886827458256,0.01587200164794922
109.jpg,0.8430190499156016,0.016284704208374023
11.jpg,0.8894174859921767,0.0066967010498046875
110.jpg,0.8129032258064516,0.00719141960144043
111.jpg,0.8773152393178067,0.006730318069458008
112.jpg,0.8498150828107413,0.006426334381103516
114.jpg,0.8759236023978809,0.020209550857543945
115.jpg,0.8546000667482478,0.031495094299316406
116.jpg,0.9345758843666794,0.006391286849975586
117.jpg,0.8598418277680141,0.017893552780151367
118.jpg,0.8451400329489291,0.016874313354492188
119.jpg,0.7818181818181819,0.0064907073974609375
12.jpg,0.902107659543218,0.016120433807373047
120.jpg,0.8753519324289737,0.015423297882080078
121.jpg,0.8163538873994638,0.007180690765380859
122.jpg,0.88093599449415,0.020783424377441406
123.jpg,0.9381107491856677,0.020684480667114258
124.jpg,0.9413648188913348,0.01709461212158203
125.jpg,0.8330011956954962,0.022715330123901367
126.jpg,0.8830022075055187,0.01670551300048828
127.jpg,0.9022112168208871,0.01615285873413086
128.jpg,0.9635627530364372,0.016681432723999023
129.jpg,0.7749805598755832,0.019891023635864258
13.jpg,0.9199017199017199,0.01729297637939453
130.jpg,0.9519230769230769,0.01769733428955078
132.jpg,0.9502145922746781,0.01579570770263672
133.jpg,0.8957966764418377,0.014041900634765625
134.jpg,0.8814225162824356,0.02089858055114746
135.jpg,0.8376366038189024,0.01683950424194336
136.jpg,0.925242960378769,0.01804637908935547
137.jpg,0.8777035781919665,0.015170812606811523
138.jpg,0.8821132499648728,0.007293701171875
139.jpg,0.8957528957528957,0.01610541343688965
14.jpg,0.90757550750949,0.013940811157226562
141.jpg,0.8778529163144547,0.01578998565673828
142.jpg,0.8633340261899813,0.02078080177307129
144.jpg,0.7482747704969928,0.019644498825073242
145.jpg,0.8110831234256927,0.015900135040283203
146.jpg,0.9309482893297922,0.02170705795288086
147.jpg,0.8919025935458325,0.021833181381225586
148.jpg,0.8728448275862069,0.02133798599243164
149.jpg,0.8572473039663682,0.016758441925048828
15.jpg,0.8629707112970711,0.014815568923950195
150.jpg,0.8257454312279576,0.017933130264282227
151.jpg,0.8896093370076187,0.014767169952392578
152.jpg,0.959261115486504,0.023461103439331055
154.jpg,0.8938134810710988,0.01777052879333496
155.jpg,0.9012669786554046,0.019533634185791016
156.jpg,0.8000565610859729,0.017685651779174805
157.jpg,0.8883388338833883,0.02316904067993164
158.jpg,0.9188571428571428,0.02099132537841797
159.jpg,0.8741127628230883,0.017340898513793945
16.jpg,0.7114393679148059,0.025722503662109375
160.jpg,0.9390378548895899,0.020827531814575195
162.jpg,0.8793001769215648,0.019407033920288086
163.jpg,0.8261208143286238,0.01654052734375
165.jpg,0.8710089399744572,0.019707679748535156
166.jpg,0.85852724771191,0.017255067825317383
167.jpg,0.9376408715251691,0.01944732666015625
169.jpg,0.8553639161239533,0.01958918571472168
172.jpg,0.9066757493188011,0.01830577850341797
173.jpg,0.0,0.02162957191467285
176.jpg,0.9697824335213537,0.01933765411376953
179.jpg,0.7675895603850352,0.019598007202148438
18.jpg,0.8397825735966847,0.020674705505371094
180.jpg,0.8828633405639913,0.019479751586914062
181.jpg,0.927381745502998,0.019919872283935547
182.jpg,0.7111436950146628,0.014847278594970703
183.jpg,0.8635014836795252,0.01975274085998535
185.jpg,0.8071869133816036,0.017725467681884766
186.jpg,0.8526645768025078,0.019566059112548828
187.jpg,0.8054480286738351,0.018128156661987305
188.jpg,0.8621811941535003,0.020124435424804688
189.jpg,0.9343108504398827,0.015539407730102539
19.jpg,0.9081283465517935,0.019332170486450195
190.jpg,0.8621971160993013,0.01963019371032715
191.jpg,0.8388679245283018,0.016927242279052734
192.jpg,0.94987557767508,0.020611286163330078
193.jpg,0.862680241872965,0.023999691009521484
194.jpg,0.8417319895483389,0.018279075622558594
195.jpg,0.8945438861332758,0.020748615264892578
198.jpg,0.8450502152080345,0.0197296142578125
199.jpg,0.9228732207878186,0.011776447296142578
2.jpg,0.7670446491849752,0.014518022537231445
20.jpg,0.8731874505668337,0.018857717514038086
200.jpg,0.9191609977324263,0.019254684448242188
201.jpg,0.8344452247191011,0.020821094512939453
202.jpg,0.9399430116168627,0.025459766387939453
203.jpg,0.8354510227989547,0.023192405700683594
204.jpg,0.8681372549019608,0.02082371711730957
205.jpg,0.9120805369127517,0.020441055297851562
206.jpg,0.7805791313030455,0.023318767547607422
208.jpg,0.8111658456486043,0.022051095962524414
21.jpg,0.9008891780524831,0.019982337951660156
210.jpg,0.868082368082368,0.02031230926513672
211.jpg,0.9933774834437086,0.01775670051574707
212.jpg,0.9196908602150538,0.02077507972717285
213.jpg,0.8946107784431138,0.020313501358032227
214.jpg,0.8599819331526649,0.0200045108795166
215.jpg,0.9347238315952106,0.019403696060180664
216.jpg,0.8625718073353955,0.02858281135559082
217.jpg,0.8919226393629124,0.020206928253173828
218.jpg,0.9284235433303756,0.018524646759033203
219.jpg,0.7993799822852081,0.02082371711730957
220.jpg,0.9604904632152589,0.02160334587097168
222.jpg,0.9540485542567791,0.024245023727416992
223.jpg,0.9027206013960981,0.02180957794189453
224.jpg,0.8591681155543667,0.022668838500976562
226.jpg,0.8635992376803703,0.023585796356201172
227.jpg,0.9060185185185186,0.02226400375366211
228.jpg,0.7339449541284404,0.021877050399780273
23.jpg,0.8026419248309483,0.02099919319152832
230.jpg,0.9069935111751982,0.02098560333251953
231.jpg,0.8590622683469237,0.014851570129394531
232.jpg,0.6654545454545454,0.022405147552490234
234.jpg,0.8076223473365093,0.02031230926513672
235.jpg,0.8749326815526741,0.0210723876953125
236.jpg,0.8847809948032666,0.02067255973815918
237.jpg,0.8020833333333334,0.02090620994567871
238.jpg,0.9071642287234043,0.021042346954345703
239.jpg,0.7768542199488491,0.023039579391479492
240.jpg,0.8823816495851635,0.028139591217041016
25.jpg,0.9121238552115133,0.02117919921875
26.jpg,0.9201913667500272,0.02121281623840332
27.jpg,0.8513108125733664,0.019749879837036133
28.jpg,0.9053173908816954,0.019486427307128906
29.jpg,0.8742268041237113,0.026464462280273438
3.jpg,0.8372978116079924,0.021184682846069336
30.jpg,0.8912980068060282,0.02108025550842285
31.jpg,0.890783786940778,0.022222518920898438
32.jpg,0.8570193450772723,0.021100282669067383
33.jpg,0.7977364001460387,0.021491050720214844
34.jpg,0.8346002787279868,0.023023128509521484
36.jpg,0.8836385712840231,0.02016162872314453
37.jpg,0.8802295918367347,0.019855976104736328
38.jpg,0.8188696039163329,0.020621299743652344
4.jpg,0.834139599170698,0.020985126495361328
40.jpg,0.8752860411899314,0.021816015243530273
41.jpg,0.8345849704083155,0.0226898193359375
43.jpg,0.8746803069053708,0.021963119506835938
45.jpg,0.8586729362591432,0.02175164222717285
48.jpg,0.7982646420824295,0.024860620498657227
5.jpg,0.0,0.02006673812866211
50.jpg,0.8393246187363834,0.02076244354248047
52.jpg,0.9399796541200407,0.024995088577270508
54.jpg,0.9137073863636364,0.02521991729736328
55.jpg,0.8499165832499166,0.01975560188293457
56.jpg,0.8937114029746891,0.019901275634765625
59.jpg,0.868118572292801,0.019477128982543945
6.jpg,0.8618535419382877,0.02189159393310547
62.jpg,0.9094919595844599,0.020900964736938477
64.jpg,0.8747375787263821,0.020750999450683594
66.jpg,0.8677477477477478,0.02074456214904785
67.jpg,0.8938547486033519,0.02555561065673828
68.jpg,0.8752741628893113,0.025851726531982422
7.jpg,0.0,0.025618314743041992
70.jpg,0.8121862558421326,0.02507495880126953
71.jpg,0.8549582947173309,0.025563478469848633
72.jpg,0.965831859230984,0.025821924209594727
73.jpg,0.8161290322580645,0.018989086151123047
74.jpg,0.8868327402135231,0.024499893188476562
76.jpg,0.871330832045906,0.02574634552001953
77.jpg,0.8945307401122569,0.02486443519592285
79.jpg,0.8653683319220999,0.02061605453491211
80.jpg,0.7822862317278254,0.020735979080200195
83.jpg,0.8920780711825488,0.023636579513549805
87.jpg,0.8907646474677259,0.01963019371032715
88.jpg,0.7591103808461944,0.028649568557739258
89.jpg,0.9025955639452572,0.024799346923828125
